Name,Price,Calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin D,Calcium,Iron,Potassium
SHREDDED MOZZARELLA,4.29,80 ,5.0 g,3.0 g,0 g,15 mg,150 mg,1 g,0 g,0 g,8 g,0 mcg,210 mg,0 mg,20 mg
DIP ROASTED HATCH CHILE & JALAPENO CHEESE,4.99,60 ,5 g,3.5 g,0 g,15 mg,150 mg,2 g,0 g,less than 1 g,2 g,0.2 mcg,50 mg,0.0 mg,40 mg
SIDE KUNG PAO BRUSSELS SPROUTS,5.99,120 ,5 g,0.5 g,0 g,0 mg,360 mg,15 g,3 g,7 g,3 g,0.0 mcg,40 mg,1.1 mg,360 mg
HOL CINNAMON SUGAR TOFFEE TRIO,4.99,170 ,11 g,6 g,0 g,10 mg,75 mg,19 g,less than 1 g,18 g,less than 1 g,0.1 mcg,20 mg,0.6 mg,60 mg
COOKIE DOUGH SUPER CHOCOLATEY CHOCOLATE CHUNK,4.99,140 ,6 g,3.5 g,0 g,15 mg,135 mg,23 g,less than 1 g,14 g,2 g,0.1 mcg,10 mg,1.3 mg,20 mg
PREM CHUNK WHITE CHICKEN,3.99,70,1.5g,0g,0g,40mg,250mg,0g,0g,N/A,12g,N/A,,,N/A
MIREPOIX MIX 14.5 OZ,3.49,30,0 g,0 g,0 g,0 mg,45 mg,6 g,2 g,3 g,1 g,0.0 mcg,27 mg,0 mg,207 mg
CHICKEN BREAKFAST SAUSAGE PATTIES,3.29,140 ,9 g,2.0 g,0 g,70 mg,390 mg,1 g,0 g,0 g,13 g,0.0 mcg,20 mg,1.1 mg,460 mg
COOKIE DOUGH GLUTEN FREE CHOCOLATE CHUNK,4.99,170 ,9 g,4.5 g,0 g,10 mg,150 mg,22 g,less than 1 g,12 g,less than 1 g,0.2 mcg,10 mg,0.9 mg,40 mg
WHOLE KERNEL CORN SWEET & CRSP,0.99,60 ,0.5 g,0 g,0 g,0 mg,200 mg,9 g,1 g,2 g,1 g,0.0 mcg,10 mg,0.2 mg,130 mg
HEAVY CREAM ORGANIC PINT,3.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL BROOM CINNAMON MINI,1.29,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL BROOM CINNAMON LARGE,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOUP CHICKEN NOODLE,2.99,110 ,3.0 g,1.0 g,0 g,25 mg,550 mg,14 g,1 g,less than 1 g,7 g,0.0 mcg,30 mg,0.6 mg,370 mg
ALMONDS BLACK PEPPER & GARLIC,4.99,180 ,16 g,1.0 g,0 g,0 mg,95 mg,6 g,3 g,1 g,6 g,0.0 mcg,80 mg,1.1 mg,210 mg
ORKNEY CHEDDAR,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FROZEN BAGUETTES ORGANIC 2 DEMI FRENCH,2.49,150 ,0.5 g,0 g,0 g,0 mg,270 mg,33 g,2 g,1 g,4 g,0.0 mcg,10 mg,0.6 mg,100 mg
HOL FALL CANDLE TIN TRIO,8.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CANDLE WOODLANDS,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R-SALAD COMPLETE AVOCADO RANCH,3.99,140 ,11 g,2.5 g,0 g,10 mg,240 mg,8 g,2 g,3 g,3 g,0.1 mcg,80 mg,0.6 mg,180 mg
COOKIE DOUGH ALL-BUTTER FOR ALL COOKIES,3.99,120 ,4.5 g,2.5 g,0 g,15 mg,70 mg,19 g,0 g,9 g,2 g,0.0 mcg,10 mg,0.2 mg,20 mg
PASTA NO BOIL NOODLES,2.49,250 ,2.0 g,0.5 g,0 g,30 mg,10 mg,46 g,2 g,1 g,11 g,0.0 mcg,110 mg,0.8 mg,140 mg
HOL HONEY HYDRATION DUO,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL HALLOWEEN MINI CHOCOLATE BARS WICKED GOOD,4.99,190 ,10 g,4.5 g,0 g,less than 5 mg,85 mg,20 g,less than 1 g,16 g,4 g,0.0 mcg,50 mg,0.8 mg,170 mg
HOL PREMIUM FOLIAGE IN LARGE SUGAR SKULL,10.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BURRITO EGG WHITE FETA,4.49,410 ,18 g,6 g,0 g,30 mg,740 mg,43 g,5 g,3 g,19 g,0.1 mcg,190 mg,2.1 mg,430 mg
HOL HALLOWEEN GUMMIES INDIVIDUAL,4.49,70 ,0 g,0 g,0 g,0 mg,20 mg,16 g,0 g,14 g,0 g,0 mcg,0 mg,0 mg,0 mg
GUACASALSA,3.99,20 ,1.5 g,0 g,0 g,0 mg,135 mg,2 g,less than 1 g,less than 1 g,0 g,0.0 mcg,0 mg,0.2 mg,90 mg
COCONUT WATER NATURAL 16.9 OZ,1.69,45 ,0 g,0 g,0 g,0 mg,5 mg,11 g,0 g,11 g,0 g,0.0 mcg,40 mg,0.0 mg,490 mg
COCONUT WATER NTRL 1 LT,3.29,45,0 g,0 g,0 g,0 mg,30 mg,11 g,0 g,11 g,0 g,0.0 mcg,40 mg,0.0 mg,470 mg
HOL BUTTERNUT SQUASH AND CARAMELIZED ONION TART,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL BRAIN CACTUS IN SKULL CERAMIC,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BAG 8 GAL INSULATED YELLOW,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL TEENY TINY APPLE PIES,4.99,200 ,10 g,4.5 g,0 g,0 mg,95 mg,27 g,less than 1 g,12 g,2 g,0.0 mcg,20 mg,0.8 mg,50 mg
CRACKERS ORG SEEDY GLUTEN FREE,3.99,140 ,5.0 g,0.5 g,0 g,0 mg,170 mg,20 g,2 g,0 g,4 g,0.0 mcg,60 mg,1.2 mg,120 mg
CROISSANTS DBL CHOC PAIN AU CHOCOLAT,5.49,340 ,19 g,12 g,0.5 g,40 mg,250 mg,36 g,2 g,11 g,6 g,0.3 mcg,20 mg,3.6 mg,190 mg
HOL DAY OF THE DEAD CAT AND DOG IN DECO,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R- SALAD RED BUTTER ORG 6 OZ,2.49,10 ,0 g,0 g,0 g,0 mg,0 mg,2 g,less than 1 g,less than 1 g,1 g,0.0 mcg,30 mg,1.1 mg,200 mg
R-CABBAGE NAPA CUT,3.49,15 ,0 g,0 g,0 g,0 mg,10 mg,3 g,1 g,1 g,1 g,0.0 mcg,70 mg,0.3 mg,200 mg
BALSAMIC GLAZE TRUFFLE,4.99,35 ,0 g,0 g,0 g,0 mg,0 mg,9 g,0 g,9 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
DIP CHEESY GARLIC ASIAGO,4.99,70 ,6 g,3.5 g,0 g,15 mg,150 mg,2 g,0 g,less than 1 g,2 g,0.2 mcg,70 mg,0.0 mg,40 mg
PICKLES KOSHER DILL SPEARS,4.49,0 ,0 g,0 g,0 g,0 mg,210 mg,0 g,0 g,0 g,0 g,0.0 mcg,10 mg,0.0 mg,20 mg
CLUSTERS NUTTY OAT,4.79,270 ,10 g,1.0 g,0 g,0 mg,130 mg,41 g,4 g,12 g,5 g,0.0 mcg,30 mg,1.4 mg,170 mg
BBQ SPATCHCOCKED CHICKEN,5.99,240 ,16 g,4.5 g,0 g,75 mg,230 mg,4 g,0 g,3 g,19 g,0.2 mcg,20 mg,1.1 mg,230 mg
PICKLES KOSHER DILL CHIPS,4.49,0 ,0 g,0 g,0 g,0 mg,210 mg,0 g,0 g,0 g,0 g,0.0 mcg,10 mg,0.0 mg,20 mg
TOMATO/BASIL CHICKEN TENDERS,9.49,150 ,2.0 g,0.5 g,0 g,70 mg,810 mg,8 g,N/A,N/A,24 g,N/A,,,N/A
SAVORY HERBED CHICKEN THIGHS,8.49,140 ,6 g,1.0 g,0 g,80 mg,370 mg,3 g,Less than 1 g,0 g,18 g,0.0 mcg,30 mg,1.4 mg,310 mg
SPONGE CLOTH 5/PKG,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SALAD SESAME MISO WITH SALMON,6.99,130 ,9 g,1.5 g,0 g,10 mg,310 mg,6 g,1 g,3 g,5 g,2.5 mcg,30 mg,0.9 mg,240 mg
SALAD CHICKEN GREEN GODDESS,5.99,130 ,9 g,1.0 g,0 g,15 mg,280 mg,8 g,2 g,2 g,4 g,0.1 mcg,40 mg,1.2 mg,240 mg
PRE SLICED MOZZARELLA LOG 16 OZ,5.99,70 ,5 g,3.5 g,0 g,15 mg,90 mg,Less than 1 g,0 g,0 g,5 g,0.0 mcg,100 mg,0.0 mg,20 mg
VINEGAR ORG RAW APPLE CIDER,2.49,10 ,0 g,0 g,0 g,0 mg,0 mg,less than 1 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,10 mg
ORG VEGETABLE BROTH,1.99,15 ,0 g,0 g,0 g,0 mg,270 mg,3 g,N/A,Less than 1 g,0 g,0 mcg,10 mg,0 mg,90 mg
ORG COCONUT MILK,1.69,110,11 g,10 g,0 g,0 mg,0 mg,1 g,N/A,1 g,1 g,0 mcg,0 mg,0.7 mg,30 mg
CHOCOLATE HAZELNUT COFFEE GROUND,6.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHICKEN NAT BREAST BONE IN SKIN ON BRINED (12/PK),6.49,160,9 ,2.5g,0g,65mg,190mg,0g,0g,0g,20g,0.3mcg,10mg,0.7mg,190mg
BRIGADEIROS CHOCOLATE FUDGY BONBONS,3.79,120 ,6 g,4.5 g,0 g,15 mg,25 mg,15 g,1 g,12 g,2 g,0.0 mcg,50 mg,0.6 mg,150 mg
DRESSING RANCH TRUFFLE,6.99,190 ,17 g,1.5 g,0 g,10 mg,120 mg,6 g,0 g,5 g,4 g,0.1 mcg,130 mg,0.2 mg,180 mg
PASTA GF TAGLIATELLE,2.49,150 ,0 g,0 g,0 g,0 mg,0 mg,33 g,less than 1 g,0 g,3 g,0.0 mcg,0 mg,0.1 mg,50 mg
ORGANIC CREAM CHEESE,3.49,90 ,9 g,6 g,0 g,30 mg,100 mg,2 g,0 g,2 g,2 g,0.2 mcg,50 mg,0.0 mg,80 mg
A-LIL' TIGER STRIPE PUMPKIN EACH,1.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PASTA FETTUCCINE GLUTEN FREE,3.99,230 ,2.0 g,0.5 g,0 g,75 mg,640 mg,46 g,1 g,2 g,6 g,0.3 mcg,20 mg,0.6 mg,130 mg
PASTA ORZO,0.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROASTED GARLIC MARINARA,1.99,90 ,5 g,1.0 g,0 g,0 mg,550 mg,10 g,3 g,6 g,2 g,0.0 mcg,40 mg,0.6 mg,430 mg
HOL SALSA FALL HARVEST,3.49,10 ,0 g,0 g,0 g,0 mg,120 mg,3 g,0 g,2 g,0 g,0.0 mcg,0 mg,0.1 mg,20 mg
NATURAL CUBED CHICKEN BREAST,9.49,140,3g,0.5g,0g,85mg,50mg,0g,N/A,N/A,26g,N/A,,,N/A
HOL BAKED SHEEP'S MILK RICOTTA WITH HERBS,11.99,60 ,4.5 g,3.0 g,0 g,10 mg,170 mg,less than 1 g,0 g,less than 1 g,5 g,0.0 mcg,150 mg,0.1 mg,80 mg
HOL CHICKEN SWEET & SAVORY WHOLE SPATCHCOCKED,5.99,230 ,14 g,4.0 g,0 g,65 mg,280 mg,9 g,0 g,8 g,17 g,0.1 mcg,20 mg,0.9 mg,200 mg
HOL NUT MIX MAPLE SPICED,5.99,190 ,13 g,1.5 g,0 g,0 mg,50 mg,14 g,2 g,11 g,5 g,0.0 mcg,30 mg,1.0 mg,150 mg
HOL PETITE PUMPKIN SPICE,3.99,130 ,6 g,4.5 g,0 g,0 mg,50 mg,18 g,N/A,13 g,1 g,0 mcg,20 mg,0.3 mg,30 mg
HOL LOAF PUMPKIN BRIOCHE TWIST,4.99,190 ,7 g,2.5 g,0 g,25 mg,190 mg,28 g,less than 1 g,7 g,3 g,0.1 mcg,20 mg,1.1 mg,60 mg
TJS GRAND RESERVE CHARDONNAY SANTA RITA HILLS 2021,12.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TJ GRAND RES CAB ALEXANDER VALLEY,12.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROSE & FINCH RED BLEND,2.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL DEARLY BELOVED RED,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPARKLING WATER GREEN APPLE 8 PK,3.49,0,0g,N/A,N/A,N/A,0mg,0g,N/A,N/A,0g,N/A,N/A,N/A,N/A
HOL YOGURT GREEK HONEY CRISP APPLE CINN 5.3 OZ WHO,0.99,170 ,6 g,3.5 g,0 g,25 mg,50 mg,19 g,0 g,15 g,10 g,0.0 mcg,120 mg,0.1 mg,170 mg
A-FALL FANTASY PUMPKIN,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A-ORANGE BIN PUMPKIN,0.0,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL JOE JOES PUMPKIN,2.99,160 ,7 g,3.0 g,0 g,0 mg,65 mg,23 g,1 g,13 g,1 g,0.0 mcg,10 mg,0.6 mg,30 mg
BISCUIT PUMPKIN,4.29,3291 kcal/kg; 29 kcal/treat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL VANILLA EXTRACT 2 FOLD WITH SEEDS,7.99,0 ,0 g,0 g,0 g,0 mg,0 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,20 mg
COFFEE SMALL LOT DR JARABACOA,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CUT DELICE DE JENLAIN,11.99,100,7g,4.5g,0g,25mg,200mg,1g,N/A,0g,7g,,,,
HOL LASAGNA BUTTERNUT SQUASH,4.49,320 ,13 g,5 g,0 g,45 mg,640 mg,36 g,4 g,6 g,11 g,0.0 mcg,210 mg,1.8 mg,400 mg
HOL BUN APPLE MORNING,4.49,410 ,16 g,6 g,0 g,15 mg,300 mg,60 g,3 g,28 g,6 g,0.0 mcg,70 mg,0.0 mg,170 mg
SPREAD & DIP ALMOND CHIPOTLE,3.49,90 ,8 g,0.5 g,0 g,0 mg,230 mg,4 g,1 g,less than 1 g,2 g,0.0 mcg,20 mg,0.7 mg,90 mg
R-VEGETABLE TRAY,0.0,25 ,0 g,0 g,0 g,0 mg,55 mg,5 g,2 g,3 g,less than 1 g,0.0 mcg,30 mg,0.6 mg,210 mg
CUT SQUASH BUTTERNUT 20 OZ,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL PUMPKIN ENZYME  BROWN SUGAR BODY SCRUB,6.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PUMPKIN BODY BUTTER,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOUR CREAM PINT WHOLE,0.0,60 ,5 g,3.0 g,0 g,20 mg,20 mg,2 g,0 g,2 g,1 g,0.2 mcg,50 mg,0.0 mg,40 mg
HOL SPICE PUMPKIN PIE 1.8OZ,2.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORG CANE SUGAR,3.99,30 ,0 g,0 g,0 g,0 mg,0 mg,8 g,0 g,8 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
CREAM CHEESE LACTOSE FREE,3.79,100 ,10 g,6 g,0 g,30 mg,75 mg,1 g,less than 1 g,1 g,1 g,0.0 mcg,30 mg,0.0 mg,40 mg
GROUND TURKEY,4.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL MARSHMALLOWS MINI MAPLE,2.99,90 ,0 g,0 g,0 g,0 mg,35 mg,23 g,0 g,20 g,0 g,0.0 mcg,0 mg,0.1 mg,0 mg
HOL SCONES PUMPKIN GINGER READY TO BAKE,4.99,220 ,9 g,5 g,0 g,30 mg,200 mg,30 g,less than 1 g,10 g,4 g,0.1 mcg,30 mg,1.6 mg,80 mg
SOUP LOBSTER BISQUE,4.99,530 ,44 g,27 g,1.5 g,175 mg,1690 mg,25 g,2 g,12 g,11 g,1.0 mcg,210 mg,0.9 mg,410 mg
HOL PASTA RAVIOLI GLUTEN FREE PUMPKIN,4.49,200 ,4.5 g,2.5 g,0 g,55 mg,510 mg,36 g,2 g,3 g,5 g,0.3 mcg,100 mg,1.0 mg,250 mg
HOL MAPLE FUDGE,2.99,130 ,4.0 g,2.5 g,0 g,10 mg,50 mg,23 g,0 g,21 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
HUMMUS CHILI ONION CRUNCH 10 OZ,3.99,80 ,4.5 g,0.5 g,0 g,0 mg,115 mg,4 g,1 g,less than 1 g,2 g,0.0 mcg,10 mg,0.4 mg,50 mg
HOL GRANOLA HONEY CRISP APPLE,3.99,260 ,6 g,1.0 g,0 g,0 mg,90 mg,47 g,5 g,17 g,5 g,0.0 mcg,30 mg,1.6 mg,190 mg
HOL MEXICAN STYLE HOT COCOA MELTS,4.99,200 ,12 g,7 g,0 g,less than 5 mg,25 mg,22 g,0 g,22 g,2 g,0.0 mcg,90 mg,0.2 mg,120 mg
FLATBREAD SHRIMP AND GARLIC,5.99,210 ,5 g,2.0 g,0 g,55 mg,490 mg,29 g,1 g,2 g,12 g,0.1 mcg,90 mg,2.5 mg,50 mg
3 SILICONE FOOD STORAGE BAGS,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOWL MANGO BLUEBERRY CHIA,3.49,220 ,13 g,6 g,0 g,0 mg,5 mg,25 g,9 g,14 g,5 g,0.0 mcg,150 mg,2.0 mg,320 mg
HOL GOURD TREE PUMPKIN CIDER CAN 6PK,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL HOWLING GOURDS PUMPKIN ALE CAN,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PUPUSAS CHICKEN GREEN CHILE & CHEESE,4.79,220 ,10 g,3.0 g,0 g,25 mg,230 mg,21 g,2 g,less than 1 g,13 g,0.0 mcg,180 mg,0.6 mg,70 mg
JOSEPHSBRAU OKTOBERFEST CAN,6.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL APPLE SPICED CIDER 64 OZ,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PASTA SAUCE ORG MARINARA,3.49,60 ,1.5 g,0 g,0 g,0 mg,500 mg,10 g,2 g,5 g,2 g,0.0 mcg,50 mg,0.7 mg,480 mg
HOL CEREAL TJ'S O'S PUMPKIN,2.99,150,1g,0g,0g,0mg,190mg,34g,1g,12g,2g,0mcg,130mg,0.6mg,90mg
MUSHROOM & TRUFFLE FLATBREAD,5.49,360,14 g,5 g,0 g,20 mg,760 mg,46 g,N/A,4 g,13 g,0 mcg,210 mg,0.7 mg,140 mg
CHAI TEA MINTS,1.99,5 ,0 g,0 g,0 g,0 mg,0 mg,2 g,0 g,2 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
OLIVES GRILLED,3.69,30 ,3.0 g,0.5 g,0 g,0 mg,210 mg,0 g,0 g,0 g,0 g,0.0 mcg,10 mg,1.5 mg,0 mg
TARTELETTES PORTUGUESE BACALHAU,4.99,340 ,20 g,12 g,0.5 g,85 mg,410 mg,32 g,2 g,7 g,7 g,0.0 mcg,50 mg,0.7 mg,150 mg
GRANOLA CHOCOLATE PEANUT BUTTER,3.99,290 ,11 g,4.5 g,0 g,0 mg,250 mg,43 g,5 g,16 g,7 g,0.1 mcg,30 mg,1.7 mg,200 mg
GLUTEN FREE CINN RAISIN BREAD,4.49,140 ,2.5 g,0 g,0 g,0 mg,180 mg,30 g,less than 3 g,8 g,1 g,0.0 mcg,20 mg,0.7 mg,90 mg
BROCCOLI & CHEDDAR QUICHE,2.99,420 ,28 g,12 g,0 g,160 mg,670 mg,26 g,2 g,3 g,16 g,1.3 mcg,310 mg,1.1 mg,240 mg
JOE JOES CHOCOLATE VANILLA,2.99,120 ,5 g,2.0 g,0 g,0 mg,80 mg,18 g,less than 1 g,10 g,1 g,0.0 mcg,0 mg,0.9 mg,50 mg
TOWELS WAFFLEWEAVE COTTON 3 PK,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRETZEL BREADSTICKS,2.49,100 ,2.0 g,0 g,0 g,0 mg,320 mg,17 g,0 g,less than 1 g,3 g,0.0 mcg,10 mg,0.3 mg,20 mg
CRACKERS ONION CONFIT SWIRLS,2.49,150 ,8 g,5 g,0 g,20 mg,360 mg,17 g,less than 1 g,less than 1 g,3 g,0.0 mcg,20 mg,0.2 mg,40 mg
LEMONGRASS SHAMPOO,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEMONGRASS CONDITIONER,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICE CREAM FUDGY COOKIE DOUGH,3.79,340 ,20 g,11 g,0 g,65 mg,160 mg,38 g,less than 1 g,32 g,4 g,0.8 mcg,120 mg,0.9 mg,150 mg
SOURDOUGH BREAD,3.49,100,0 g,0 g,0 g,0 mg,190 mg,20 g,1 g,0 g,4 g,0.0 mcg,10 mg,1.2 mg,40 mg
NUTRITIONAL YEAST,3.49,20 ,0 g,0 g,0 g,0 mg,10 mg,2 g,1 g,0 g,3 g,0.0 mcg,0 mg,0.3 mg,100 mg
A-ONIONS JUMBO YELLOW EACH,0.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MELON WATERMELON SEEDLESS,5.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MELON CANTALOUPE,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MANGO CHUTNEY ORGANIC,2.99,60 ,0 g,0 g,0 g,0 mg,125 mg,14 g,0 g,12 g,0 g,0.0 mcg,0 mg,0.2 mg,50 mg
KIMBAP KOREAN SEAWEED RICE ROLL,3.99,140 ,4.0 g,0.5 g,0 g,0 mg,320 mg,23 g,1 g,2 g,4 g,0.0 mcg,50 mg,0.5 mg,70 mg
FREEZE DRIED FIGS,3.69,180 ,0 g,0 g,0 g,0 mg,0 mg,44 g,5 g,35 g,3 g,0 mcg,110 mg,1 mg,490 mg
CHARLES SHAW MERLOT,3.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHARLES SHAW CHARD,3.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HATCH CHILI UNEXPECTED CHED SPREAD,4.99,90 ,6 g,4.0 g,0 g,25 mg,200 mg,3 g,0 g,1 g,4 g,0.0 mcg,140 mg,0.0 mg,200 mg
TINIEST CHOCOLATE CHIP COOKIES,3.99,120 ,4.0 g,2.5 g,0 g,10 mg,75 mg,20 g,less than 1 g,7 g,2 g,0.1 mcg,10 mg,1.0 mg,40 mg
POINT REYES TOMAPROVENCE,5.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FROMAGE PAVE WITH CHILI PEPPERS,7.49,100,8g,6g,0g,30mg,160mg,less than 1g,N/A,0g,5g,,,,
R- LETTUCE GEM LITTLE,3.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NECTARINES YELLOW 2 LB,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TJ RES PINOT NOIR SANTA BARBARA CO 2021,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TJ GRAND RES ZINDRY CREEK VALLEY,12.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COFFEE SMALL LOT LA BASTILLA BLUEBERRY,10.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PASTA STRIPED FARFALLINE,3.49,210 ,1.5 g,0 g,0 g,0 mg,0 mg,42 g,1 g,1 g,6 g,0.0 mcg,20 mg,0.7 mg,170 mg
R-SALAD CHICORY BLEND & ROMAINE ORG,2.49,15 ,0 g,0 g,0 g,0 mg,10 mg,3 g,1 g,less than 1 g,1 g,0.1 mcg,30 mg,0.8 mg,230 mg
CHICKEN ORGANIC BREAST THIN SLICED (15/PK),7.99,130 ,3.0 g,0.5 g,0 g,80 mg,50 mg,0 g,0 g,0 g,25 g,0.0 mcg,10 mg,0.4 mg,370 mg
ORG MANGO ATAULFO,4.99,140 ,0.5 g,0 g,0 g,0 mg,0 mg,32 g,3 g,11 g,1 g,0.0 mcg,20 mg,1.5 mg,310 mg
ORGANIC SO INDIA NILGIRI TEA GARDEN,5.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORGANIC BLACK ASSAM TEA,4.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITALIAN SPARKLING MINERAL WATER 750 ML,1.99,0 ,0 g,0 g,0 g,0 mg,10 mg,0 g,0 g,0 g,0 g,0.0 mcg,30 mg,0.0 mg,0 mg
CHICKEN KARAAGE JAPANESE INSPIRED,6.49,340 ,20 g,3.0 g,0 g,75 mg,730 mg,25 g,0 g,3 g,15 g,0.1 mcg,10 mg,0.7 mg,270 mg
HENRY HOTSPUR'S HARD PRESSED CIDER CAN 6PK,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
